repoId,repo,sourceType,domain,method,coverageCategory,normalizedPath,path,handler,request,response,evidenceFile,evidenceLine
backend,reabam-mop-b2b,backend-controller,pickup,POST,backend-and-frontend,/activity/presaleOrder/adjust/del/skc/pickupOrder,/activity/presaleOrder/adjust/del/skc/pickupOrder,PresaleOrderAdjustController.delSkcPickupOrder,PickupPresaleOrderDelSkcReq presaleOrderDelSkcReq,Response<String>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderAdjustController.java,159
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/adjust/del/skc/presaleOrder,/activity/presaleOrder/adjust/del/skc/presaleOrder,PresaleOrderAdjustController.delSkcPresaleOrder,PresaleOrderDelSkcReq presaleOrderDelSkcReq,Response<PresaleDelSkcResultVo>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderAdjustController.java,95
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/presaleOrder/adjust/del/skc/supplyPresaleOrder,/activity/presaleOrder/adjust/del/skc/supplyPresaleOrder,PresaleOrderAdjustController.delSkcSupplyPresaleOrder,SupplyPresaleOrderDelSkcReq presaleOrderDelSkcReq,Response<SupplyPresaleDelSkcResultVo>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderAdjustController.java,127
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/adjust/revive/skc/presaleOrder,/activity/presaleOrder/adjust/revive/skc/presaleOrder,PresaleOrderAdjustController.reviveSkcPresaleOrder,PresaleOrderDelSkcReq presaleOrderDelSkcReq,Response<PresaleDelSkcResultVo>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderAdjustController.java,111
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/presaleOrder/adjust/revive/skc/supplyPresaleOrder,/activity/presaleOrder/adjust/revive/skc/supplyPresaleOrder,PresaleOrderAdjustController.reviveSkcSupplyPresaleOrder,SupplyPresaleOrderDelSkcReq presaleOrderDelSkcReq,Response<SupplyPresaleDelSkcResultVo>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderAdjustController.java,143
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/audit,/activity/presaleOrder/audit,PresaleOrderController.auditPresaleOrder,PresaleOrderAuditReq presaleOrderAuditReq,Response<String>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,303
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/detail,/activity/presaleOrder/detail,PresaleOrderController.getPresaleOrderDetail,"Map<String, Object> params",Object>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,196
backend,reabam-mop-b2b,backend-controller,mid-presale,ANY,backend-and-frontend,/activity/presaleOrder/detail2,/activity/presaleOrder/detail2,PresaleOrderController.detail2,PresaleOrderDetailReq req,Response<PresaleOrderDetailResp>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,208
backend,reabam-mop-b2b,backend-controller,mid-presale,ANY,backend-and-frontend,/activity/presaleOrder/detail3,/activity/presaleOrder/detail3,PresaleOrderController.detail3,PresaleOrderAddReq req,Response<PresaleOrderDetailResp>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,217
backend,reabam-mop-b2b,backend-controller,mid-presale,GET,backend-and-frontend,/activity/presaleOrder/detailById,/activity/presaleOrder/detailById,PresaleOrderController.detailById,Long id,Response<PresaleOrderDetailVo>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,318
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/detailEdit/package,/activity/presaleOrder/detailEdit/package,PresaleOrderController.detailEditByPackage,IdBean idBean,Response<PresaleOrderDetailEditPackageResp>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,156
backend,reabam-mop-b2b,backend-controller,mid-presale,GET,backend-and-frontend,/activity/presaleOrder/getAllSplitSubOrderList,/activity/presaleOrder/getAllSplitSubOrderList,PresaleOrderController.getAllSplitSubOrderList,Long id,Response<List<PresaleOrderPageVo>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,362
backend,reabam-mop-b2b,backend-controller,mid-presale,GET,backend-only,/activity/presaleOrder/getMgdOrderCountInfo,/activity/presaleOrder/getMgdOrderCountInfo,PresaleOrderController.getMgdOrderCountInfo,,Response<OrderMgdCountRes>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,334
backend,reabam-mop-b2b,backend-controller,mid-presale,GET,backend-only,/activity/presaleOrder/getOrderCountInfo,/activity/presaleOrder/getOrderCountInfo,PresaleOrderController.getOrderCountInfo,,Response<OrderCountRes>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,326
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/getOrderNum,/activity/presaleOrder/getOrderNum,PresaleOrderController.getOrderNum,,Object>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,308
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-only,/activity/presaleOrder/getSplitOrderDetailList,/activity/presaleOrder/getSplitOrderDetailList,PresaleOrderController.getSplitOrderDetailList,PresaleOrderSplitDetailListReq baseReq,Response<RespPage<PresaleOrderDetailTemplate>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,373
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/getSplitParentOrderList,/activity/presaleOrder/getSplitParentOrderList,PresaleOrderController.getSplitParentOrderList,PresaleOrderSplitListReq baseReq,Response<RespPage<PresaleOrderPageVo>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,352
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/getSplitSubOrderList,/activity/presaleOrder/getSplitSubOrderList,PresaleOrderController.getSplitSubOrderList,PresaleOrderSplitListReq baseReq,Response<RespPage<PresaleOrderPageVo>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,343
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/list,/activity/presaleOrder/list,PresaleOrderController.list,PresaleOrderListReq baseReq,Response<RespPage<PresaleOrderPageVo>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,224
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/live/orderStatistics,/activity/presaleOrder/live/orderStatistics,PresaleOrderController.liveOrderStatistics,PresaleOrderStatisticsReq req,Response<PresaleOrderStatisticsResp>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,419
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/live/page,/activity/presaleOrder/live/page,PresaleOrderController.livePage,PresaleOrderPageReq req,Response<RespPage<PresaleOrderPageVo>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,257
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/mini/last/wait/order,/activity/presaleOrder/mini/last/wait/order,PresaleOrderController.lastWaitOrder,LastWaitPresaleOrderReq lastWaitPresaleOrderReq,Response<LastWaitPresaleOrderVo>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,234
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-only,/activity/presaleOrder/mini/order/waitSubmit/check,/activity/presaleOrder/mini/order/waitSubmit/check,PresaleOrderController.miniOrderWaitSubmitCheck,Long presaleOrderId,Response<Boolean>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,447
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/multi/store/add,/activity/presaleOrder/multi/store/add,PresaleOrderController.addMultiStorePresaleOrder,PresaleOrderAddReq request,Response<String>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,120
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/multi/store/add/byPackage,/activity/presaleOrder/multi/store/add/byPackage,PresaleOrderController.addMultiStorePresaleOrderByPackage,PresaleOrderAddByPackageReq req,Response<String>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,133
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/multi/store/edit/byPackage,/activity/presaleOrder/multi/store/edit/byPackage,PresaleOrderController.updateMultiStorePresaleOrderByPackage,PresaleOrderUpdateByPackageReq req,Response<String>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,146
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/multi/store/order/calQuantity,/activity/presaleOrder/multi/store/order/calQuantity,PresaleOrderController.calMultiStoreQuantity,ItemQuantityReq specIds,Response<List<PresaleOrderMultiCalQuantityResp>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,169
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/multi/store/order/getWarning,/activity/presaleOrder/multi/store/order/getWarning,PresaleOrderController.getMultiStoreOrderWarning,PresaleOrderAddReq request,Response<List<PresaleOrderWarningResp>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,178
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/order/calQuantity,/activity/presaleOrder/order/calQuantity,PresaleOrderController.calQuantity,ItemQuantityReq specIds,Response<PresaleOrderCalQuantityResp>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,111
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/order/getWarning,/activity/presaleOrder/order/getWarning,PresaleOrderController.getOrderWarning,PresaleOrderAddReq request,Response<PresaleOrderWarningResp>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,187
backend,reabam-mop-b2b,backend-controller,mid-presale,GET,backend-and-frontend,/activity/presaleOrder/orderCount,/activity/presaleOrder/orderCount,PresaleOrderController.presaleOrderCount,String presaleActivityId,Response<Integer>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,439
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/orderRollbackLiveShopCart,/activity/presaleOrder/orderRollbackLiveShopCart,PresaleOrderController.orderRollbackLiveShopCart,OrderRollbackLiveShopCartReq req,Response<Void>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,427
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/orderStatistics,/activity/presaleOrder/orderStatistics,PresaleOrderController.orderStatistics,PresaleOrderStatisticsReq req,Response<PresaleOrderStatisticsResp>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,404
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/package/skuList,/activity/presaleOrder/package/skuList,PresaleOrderController.packageSkuList,PresaleOrderPackageSkuReq req,Response<PresaleOrderPackageInfoResp>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,164
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/page,/activity/presaleOrder/page,PresaleOrderController.page,PresaleOrderPageReq req,Response<RespPage<PresaleOrderPageVo>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,243
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-only,/activity/presaleOrder/page/export/orderItems,/activity/presaleOrder/page/export/orderItems,PresaleOrderController.pageExportOrderItems,PresaleOrderPageExportReq req,Response<RespPage<PresaleOrderPageExportOrderItemsDto>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,279
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-only,/activity/presaleOrder/page/export/orderItemsOfChannel,/activity/presaleOrder/page/export/orderItemsOfChannel,PresaleOrderController.pageExportOrderItemsOfChannel,PresaleOrderPageExportReq req,Response<RespPage<PresaleOrderPageExportOrderItemsDto>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,295
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-only,/activity/presaleOrder/page/export/orders,/activity/presaleOrder/page/export/orders,PresaleOrderController.pageExportOrders,PresaleOrderPageExportReq req,Response<RespPage<PresaleOrderPageExportOrdersDto>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,271
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-only,/activity/presaleOrder/page/export/ordersOfChannel,/activity/presaleOrder/page/export/ordersOfChannel,PresaleOrderController.pageExportOrdersOfChannel,PresaleOrderPageExportReq req,Response<RespPage<PresaleOrderPageExportOrdersDto>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,287
backend,reabam-mop-b2b,backend-controller,mid-presale,POST,backend-and-frontend,/activity/presaleOrder/syncSap,/activity/presaleOrder/syncSap,PresaleOrderController.syncSap,PresaleOrderSyncReq request,Response<String>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleOrderController.java,91
backend,reabam-mop-b2b,backend-controller,cart,GET,backend-and-frontend,/activity/presaleShopCart/checkCompanySubmitOrderQty,/activity/presaleShopCart/checkCompanySubmitOrderQty,PresaleShopCartController.checkCompanySubmitOrderQty,"String companyId, String presaleActivityId",Response<String>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartController.java,80
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCart/companyCart/company/page,/activity/presaleShopCart/companyCart/company/page,PresaleShopCartController.companyCartPage,PresaleShopCartCompanyPageReq req,Response<RespPage<PresaleShopCartCompanyPageVO>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartController.java,60
backend,reabam-mop-b2b,backend-controller,cart,GET,backend-and-frontend,/activity/presaleShopCart/countInfo,/activity/presaleShopCart/countInfo,PresaleShopCartController.shopCartCountInfo,"String presaleActivityId, String companyId",Response<PresaleShopCartCountInfoVO>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartController.java,51
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCart/getUser/sysCompanyInfoPage,/activity/presaleShopCart/getUser/sysCompanyInfoPage,PresaleShopCartController.getUserSysCompanyInfoPage,PresaleSysCompanyInfoReq req,Response<RespPage<PresaleSysCompanyInfoVO>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartController.java,114
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCart/orgCart/org/page,/activity/presaleShopCart/orgCart/org/page,PresaleShopCartController.shopCartOrgPage,PresaleShopCartOrgPageReq req,Response<RespPage<PresaleShopCartOrgPageVO>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartController.java,69
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCart/orgCart/page,/activity/presaleShopCart/orgCart/page,PresaleShopCartController.shopCartOrgCartPage,PresaleShopCartOrgCartPageReq req,Response<RespPage<PresaleShopCartOrgCartPageVO>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartController.java,98
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCart/orgCart/page/gather,/activity/presaleShopCart/orgCart/page/gather,PresaleShopCartController.shopCartOrgGather,PresaleShopCartOrgCartPageReq req,Response<PresaleShopCartOrgGatherVO>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartController.java,90
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCart/orgCart/skcDetail,/activity/presaleShopCart/orgCart/skcDetail,PresaleShopCartController.shopCartOrgCartSkc,PresaleShopCartOrgCartSkcReq req,Response<PresaleShopCartOrgCartSkcVO>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartController.java,106
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-only,/activity/presaleShopCart/query/cart/sku/export,/activity/presaleShopCart/query/cart/sku/export,PresaleShopCartController.queryCartSkuExport,PresaleCartSkuExportUrlReq req,Response<RespPage<PresaleCartSkuExportResp>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartController.java,122
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-only,/activity/presaleShopCart/query/orgCart/sku/export,/activity/presaleShopCart/query/orgCart/sku/export,PresaleShopCartController.queryOrgCartSkuExport,PresaleShopCartOrgCartExportReq req,Response<RespPage<PresaleCartSkuExportResp>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartController.java,130
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCartSkcs/batch/query/cart/skc,/activity/presaleShopCartSkcs/batch/query/cart/skc,PresaleShopCartSkcsController.batchQueryCartSkcPage,PresaleQueryCompanyCartReq req,Response<RespPage<PresaleCartSkuListVO>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartSkcsController.java,54
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCartSkcs/batch/query/cart/skc/byOrg,/activity/presaleShopCartSkcs/batch/query/cart/skc/byOrg,PresaleShopCartSkcsController.batchQueryCartSkcPageByOrg,PresaleQueryCompanyCartByOrgReq req,Response<List<PresaleCartSkuListByOrgVO>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartSkcsController.java,62
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCartSkcs/query/cart/skc,/activity/presaleShopCartSkcs/query/cart/skc,PresaleShopCartSkcsController.queryCartSkcPage,PresaleShopCartSkcPageReq req,Response<RespPage<PresaleShopCartSkcPageVO>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartSkcsController.java,37
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCartSkcs/query/cart/skc/auth/check,/activity/presaleShopCartSkcs/query/cart/skc/auth/check,PresaleShopCartSkcsController.queryCartSkcAuthCheck,PresaleCompanyCartAuthCheckReq req,Response<Void>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartSkcsController.java,45
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCartSkus/batchAdd,/activity/presaleShopCartSkus/batchAdd,PresaleShopCartSkusController.batchAdd,PresaleShopCartBatchAddReq req,Response<Boolean>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartSkusController.java,38
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCartSkus/batchEdit,/activity/presaleShopCartSkus/batchEdit,PresaleShopCartSkusController.batchEdit,PresaleShopCartBatchEditReq req,Response<Boolean>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartSkusController.java,57
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCartSkus/batchEditOrAdd,/activity/presaleShopCartSkus/batchEditOrAdd,PresaleShopCartSkusController.batchEditOrAdd,PresaleShopCartBatchEditOrAddReq req,Response<Boolean>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartSkusController.java,66
backend,reabam-mop-b2b,backend-controller,cart,POST,backend-and-frontend,/activity/presaleShopCartSkus/delete/cart/sku,/activity/presaleShopCartSkus/delete/cart/sku,PresaleShopCartSkusController.deleteCartBySku,PresaleCartDeleteSkuReq req,Response<Void>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/presale/PresaleShopCartSkusController.java,48
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/activity/audit,/activity/supply/presale/activity/audit,SupplyPresaleActivityController.audit,SupplyPresaleActivityQueryDto queryDto,Response,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityController.java,94
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/activity/itemRel/page,/activity/supply/presale/activity/itemRel/page,SupplyPresaleActivityItemRelController.page,SupplyPresaleActivityItemReq supplyPresaleActivityItemReq,>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityItemRelController.java,44
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/activity/itemRel/pageGather,/activity/supply/presale/activity/itemRel/pageGather,SupplyPresaleActivityItemRelController.pageGather,SupplyPresaleActivityItemReq supplyPresaleActivityItemReq,Response<SupplyPresaleActivityItemRelPageGatherResp>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityItemRelController.java,52
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-only,/activity/supply/presale/activity/itemRel/selectOne,/activity/supply/presale/activity/itemRel/selectOne,SupplyPresaleActivityItemRelController.selectOne,IdBean idBean,SupplyPresaleActivityItemRel,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityItemRelController.java,36
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/activity/itemRel/update/status,/activity/supply/presale/activity/itemRel/update/status,SupplyPresaleActivityItemRelController.updateStatus,SupplyPresaleOrderItemRelReq presaleOrderItemRelReq,Response,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityItemRelController.java,60
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/activity/page,/activity/supply/presale/activity/page,SupplyPresaleActivityController.page,SupplyPresaleActivityPageDto pageDto,Response<RespPage<SupplyPresaleActivityPageVo>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityController.java,78
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/activity/query/detail,/activity/supply/presale/activity/query/detail,SupplyPresaleActivityController.selectOneSupplyPresaleActivityVo,SupplyPresaleActivityQueryDto queryDto,Response<SupplyPresaleActivityVo>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityController.java,52
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/activity/query/skc/count,/activity/supply/presale/activity/query/skc/count,SupplyPresaleActivityController.querySkcCount,SupplyPresaleActivityQueryDto queryDto,Response<SupplyPresaleActivityPageVo>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityController.java,85
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/activity/selectActivityByPage,/activity/supply/presale/activity/selectActivityByPage,SupplyPresaleActivityController.selectActivityByPage,PageQueryBean pageReq,Response<RespPage<SupplyPresaleActivityNoVO>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityController.java,70
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/activity/selectActivityNo,/activity/supply/presale/activity/selectActivityNo,SupplyPresaleActivityController.selectActivityNo,SupplyPresaleActivityNoReq activityNoReq,Response<List<SupplyPresaleActivityNoVO>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityController.java,62
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/activity/updateActivityRule,/activity/supply/presale/activity/updateActivityRule,SupplyPresaleActivityController.updateActivityRule,SupplyPresaleActivityUpdateDto updateDto,Response<Boolean>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleActivityController.java,109
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/cfg/save,/activity/supply/presale/cfg/save,SupplyPresaleCfgController.save,SupplyPresaleCfgSaveDto saveDto,Response<Boolean>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleCfgController.java,37
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/cfg/selectOne,/activity/supply/presale/cfg/selectOne,SupplyPresaleCfgController.selectOne,,Response<SupplyPresaleCfgVo>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleCfgController.java,29
backend,reabam-mop-b2b,backend-controller,supply-presale,POST,backend-and-frontend,/activity/supply/presale/item/type/queryAllList,/activity/supply/presale/item/type/queryAllList,SupplyPresaleItemTypeController.queryAllList,,Response<List<SupplyPresaleItemType>>,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/supplyPresale/SupplyPresaleItemTypeController.java,68
