normalizedPath,domains,repos,methods,occurrences,coverageCategory,evidence
/activity/${actHashId},other,miniapp,PUT,1,frontend-only,semir-reabam-front/packageForLive/utils/wechat-mudu.min.js:6
/activity/b2b/wheel/comps,other,backend|admin-v1,POST|POST(default),2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/wheel/B2bManagerWheelController.java:120 | semir-reabam-admin/src/js/api.js:2231
/activity/b2b/wheel/decoration,other,backend|admin-v1,POST|POST(default),2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/wheel/B2bManagerWheelController.java:106 | semir-reabam-admin/src/js/api.js:2229
/activity/b2b/wheel/detail,other,backend|admin-v1,POST|POST(default),2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/wheel/B2bManagerWheelController.java:92 | semir-reabam-admin/src/js/api.js:2227
/activity/b2b/wheel/edit,other,backend|admin-v1,POST|POST(default),2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/wheel/B2bManagerWheelController.java:63 | semir-reabam-admin/src/js/api.js:2223
/activity/b2b/wheel/list,other,backend|admin-v1,POST|POST(default),3,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/wheel/B2bManagerWheelController.java:49 | semir-reabam-admin/src/js/api.js:2225 | semir-reabam-admin/src/js/api2.js:1830
/activity/b2b/wheel/mall/page,other,backend|miniapp,POST|POST(default),2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/wheel/B2bManagerWheelController.java:134 | semir-reabam-front/public/api.js:59
/activity/b2b/wheel/mall/result,other,backend|miniapp,POST|POST(default),2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/wheel/B2bWheelController.java:46 | semir-reabam-front/public/api.js:61
/activity/b2b/wheel/mall/reward,other,backend|miniapp,POST|POST(default),2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/wheel/B2bWheelController.java:63 | semir-reabam-front/public/api.js:60
/activity/b2b/wheel/orderWheelInfo,other,backend|miniapp,POST|POST(default),2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/wheel/B2bWheelController.java:73 | semir-reabam-front/public/api.js:51
/activity/b2b/wheel/type,other,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/wheel/B2bManagerWheelController.java:78
/activity/common/active/activity/list,other,backend|admin-v1|admin-v2,GET|POST(default),4,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/ActivityCommonController.java:28 | semir-bmall-admin-v2/app/src/pages/home/service/index.ts:20 | semir-reabam-admin/src/js/api.js:3175 | semir-reabam-admin/src/pages/home/service.js:35
/activity/liveChannels/activity/commodity/export,report-export,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:330
/activity/liveChannels/callbackChangeData,other,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:276
/activity/liveChannels/channel/pageSkc,product-skc-sku,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:299 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:151
/activity/liveChannels/channel/skcSerialNumber,product-skc-sku,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:307 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:169
/activity/liveChannels/check/company/permissions,customer-org,backend|admin-v2,GET,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:346 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:22
/activity/liveChannels/checkItemShow,other,backend|admin-v2,GET|POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:315 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:188
/activity/liveChannels/currentBrand/liveInfo,other,backend|admin-v2,GET|POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:354 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:52
/activity/liveChannels/del,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:157 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:179
/activity/liveChannels/detail,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:87 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:354
/activity/liveChannels/detailById,other,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:79
/activity/liveChannels/detailOfMuDuId,other,backend|admin-v2,GET|POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:95 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:61
/activity/liveChannels/edit/live,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:259 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:153
/activity/liveChannels/filterCompanyByChannelId,customer-org,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:372
/activity/liveChannels/getJumpMuDuLiveUrl,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:166 | semir-bmall-admin-v2/app/src/services/common.ts:23
/activity/liveChannels/getUser/sysCompanyInfoPage,customer-org,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:338 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:116
/activity/liveChannels/label/store/export,report-export,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:139
/activity/liveChannels/label/store/page,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:130 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:376
/activity/liveChannels/live/addActivity,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:222 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:91
/activity/liveChannels/live/addshop,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:241 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:117
/activity/liveChannels/live/page,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:103 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:29
/activity/liveChannels/live/queryshop,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:250 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:132
/activity/liveChannels/mini/getLiveChannelsByCompanyIdAndActivityId,customer-org,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/mini/LiveChannelsMiniController.java:29
/activity/liveChannels/mini/getLiveChannelsByCompanyIdAndActivityId?activityId=${data.activityId}&companyId=${data.companyId},mid-presale,miniapp,POST(default),1,frontend-only,semir-reabam-front/packageForPresale/services/midtermPresaleApis.js:427
/activity/liveChannels/more,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:292 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:93
/activity/liveChannels/muDuLiveCallback,other,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:267
/activity/liveChannels/new/live,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:206 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:69
/activity/liveChannels/online/count,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:284 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:7
/activity/liveChannels/presaleOrder/cnt,mid-presale,backend|admin-v2,GET|POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:185 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:43
/activity/liveChannels/presaleOrder/gather,mid-presale,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:195 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:268
/activity/liveChannels/presaleOrder/page,mid-presale,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:174 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:257
/activity/liveChannels/query/activity/commodity,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:323 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:394
/activity/liveChannels/query/live,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:214 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:80
/activity/liveChannels/query/live/activity,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:232 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:102
/activity/liveChannels/rtmpPublishAddr,other,backend|admin-v2,GET,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:364 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:457
/activity/liveChannels/status/switch,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:148 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:168
/activity/liveChannels/store/export,report-export,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:121
/activity/liveChannels/store/page,other,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsController.java:112 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:365
/activity/liveChannelsRel/detailById,other,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsRelController.java:37
/activity/liveChannelsRel/live/activity/page,cart|other,backend|admin-v2,POST,3,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsRelController.java:45 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:446 | semir-bmall-admin-v2/app/src/pages/liveShopCart/service/index.ts:95
/activity/liveChannelsSkcs/detailById,product-skc-sku,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:41
/activity/liveChannelsSkcs/explain/get,product-skc-sku,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:76 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:178
/activity/liveChannelsSkcs/explain/product/get,product-skc-sku,backend|admin-v2,POST,3,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:127 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:343 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:179
/activity/liveChannelsSkcs/explain/product/switch,product-skc-sku,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:118 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:220
/activity/liveChannelsSkcs/explain/switch,product-skc-sku,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:66
/activity/liveChannelsSkcs/getLiveSkcCargoListExport,report-export,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:110
/activity/liveChannelsSkcs/getMoreSkcAddCartInfo,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:143 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:216
/activity/liveChannelsSkcs/getMoreSkcInfo,product-skc-sku,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:135 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:202
/activity/liveChannelsSkcs/getSkcAddCartInfo,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:101 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:215
/activity/liveChannelsSkcs/getSkcInfo,product-skc-sku,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:93 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:201
/activity/liveChannelsSkcs/page,product-skc-sku,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:49 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:204
/activity/liveChannelsSkcs/pageExport,report-export,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:57
/activity/liveChannelsSkcs/show/switch,product-skc-sku,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkcsController.java:84 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:235
/activity/liveChannelsSkus/detailById,product-skc-sku,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkusController.java:36
/activity/liveChannelsSkus/getLiveSkuCargoListExport,report-export,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSkusController.java:45
/activity/liveChannelsSpus/channel/detail,other,backend|admin-v2,GET|POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSpusController.java:44 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:262
/activity/liveChannelsSpus/detailById,other,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsSpusController.java:32
/activity/liveChannelsThirdRel/{id},other,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveChannelsThirdRelController.java:31
/activity/liveShopCart/batchRecountShopCartById,cart,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:226
/activity/liveShopCart/checkCompanySubmitOrderQty,cart,backend|admin-v2,GET,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:282 | semir-bmall-admin-v2/app/src/pages/liveRoom/components/ShopCarCompany/ShopCartView/services/index.ts:222
/activity/liveShopCart/companyCart/company/page,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:239 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:437
/activity/liveShopCart/current,cart,backend|admin-v2,GET,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:216 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:34
/activity/liveShopCart/detailById,cart,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:72
/activity/liveShopCart/live/activity/page,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:186 | semir-bmall-admin-v2/app/src/pages/liveShopCart/service/index.ts:65
/activity/liveShopCart/live/cart/sku/export,cart,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:152
/activity/liveShopCart/live/channel/page,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:195 | semir-bmall-admin-v2/app/src/pages/liveShopCart/service/index.ts:79
/activity/liveShopCart/live/detail/page,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:128 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:325
/activity/liveShopCart/live/detail/page/export,cart,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:136
/activity/liveShopCart/live/gather,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:112 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:314
/activity/liveShopCart/live/page,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:80 | semir-bmall-admin-v2/app/src/pages/liveManager/service/index.ts:291
/activity/liveShopCart/live/page/export,cart,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:88
/activity/liveShopCart/liveAll/channel/page,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:204 | semir-bmall-admin-v2/app/src/services/live.ts:55
/activity/liveShopCart/liveAll/detail/page/export,cart,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:144
/activity/liveShopCart/liveAll/gather,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:120 | semir-bmall-admin-v2/app/src/pages/liveShopCart/service/index.ts:36
/activity/liveShopCart/liveAll/page,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:96 | semir-bmall-admin-v2/app/src/pages/liveShopCart/service/index.ts:22
/activity/liveShopCart/liveAll/page/export,cart,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:104
/activity/liveShopCart/orgCart/org/page,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:248 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:319
/activity/liveShopCart/orgCart/page,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:264 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:339
/activity/liveShopCart/orgCart/page/gather,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:256 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:329
/activity/liveShopCart/orgCart/skcDetail,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:272 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:360
/activity/liveShopCart/query/live/orgCart/skc/export,cart,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:178
/activity/liveShopCart/query/live/orgCart/sku/export,cart,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartController.java:170
/activity/liveShopCartRel/detailById,cart,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartRelController.java:31
/activity/liveShopCartSkcs/batch/query/cart/skc,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkcsController.java:60 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:390
/activity/liveShopCartSkcs/detailById,cart,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkcsController.java:43
/activity/liveShopCartSkcs/query/cart/skc,cart,backend|admin-v2,POST,3,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkcsController.java:51 | semir-bmall-admin-v2/app/src/pages/liveRoom/components/ShopCarCompany/ShopCartView/services/index.ts:20 | semir-bmall-admin-v2/app/src/pages/liveShopCart/detail/components/ShopCartView/services/index.ts:20
/activity/liveShopCartSkcs/query/cart/skc/auth/check,cart,backend|admin-v2,POST,3,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkcsController.java:69 | semir-bmall-admin-v2/app/src/pages/liveRoom/components/ShopCarCompany/ShopCartView/services/index.ts:234 | semir-bmall-admin-v2/app/src/pages/liveShopCart/detail/components/ShopCartView/services/index.ts:225
/activity/liveShopCartSkus/batchAdd,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkusController.java:81 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:275
/activity/liveShopCartSkus/batchEdit,cart,backend|admin-v2,POST,3,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkusController.java:99 | semir-bmall-admin-v2/app/src/pages/liveRoom/components/ShopCarCompany/ShopCartView/services/index.ts:76 | semir-bmall-admin-v2/app/src/pages/liveShopCart/detail/components/ShopCartView/services/index.ts:76
/activity/liveShopCartSkus/batchEditOrAdd,cart,backend|admin-v2,POST,2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkusController.java:108 | semir-bmall-admin-v2/app/src/pages/liveRoom/service/index.ts:453
/activity/liveShopCartSkus/delete/cart/sku,cart,backend|admin-v2,POST,3,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkusController.java:62 | semir-bmall-admin-v2/app/src/pages/liveRoom/components/ShopCarCompany/ShopCartView/services/index.ts:48 | semir-bmall-admin-v2/app/src/pages/liveShopCart/detail/components/ShopCartView/services/index.ts:48
/activity/liveShopCartSkus/delete/live/cart,cart,backend|admin-v2,POST,3,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkusController.java:71 | semir-bmall-admin-v2/app/src/pages/liveRoom/components/ShopCarCompany/ShopCartView/services/index.ts:62 | semir-bmall-admin-v2/app/src/pages/liveShopCart/detail/components/ShopCartView/services/index.ts:62
/activity/liveShopCartSkus/detailById,cart,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkusController.java:54
/activity/liveShopCartSkus/getShopCartSkuListExport,cart,backend,POST,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSkusController.java:91
/activity/liveShopCartSpus/detailById,cart,backend,GET,1,backend-only,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/live/LiveShopCartSpusController.java:31
/activity/member/wheel/comps,other,admin-v1,POST(default),1,frontend-only,semir-reabam-admin/src/js/api.js:2162
/activity/member/wheel/decoration,other,admin-v1,POST(default),1,frontend-only,semir-reabam-admin/src/js/api.js:2161
/activity/member/wheel/detail,other,admin-v1,POST(default),1,frontend-only,semir-reabam-admin/src/js/api.js:2160
/activity/member/wheel/edit,other,admin-v1,POST(default),1,frontend-only,semir-reabam-admin/src/js/api.js:2158
/activity/member/wheel/list,other,admin-v1,POST(default),1,frontend-only,semir-reabam-admin/src/js/api.js:2159
/activity/mini/presaleActivity/calculateRuleStandard,mid-presale,backend|miniapp,POST|POST(default),2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/mini/PresaleActivityMiniController.java:139 | semir-reabam-front/packageForPresale/services/midtermPresaleApis.js:352
/activity/mini/presaleActivity/changeCompany/check,mid-presale,backend|miniapp,POST|POST(default),2,backend-and-frontend,reabam-mop-b2b/reabam-service/reabam-activity/src/main/java/com/reabam/controller/mini/PresaleActivityMiniController.java:90 | semir-reabam-front/packageForPresale/services/midtermPresaleApis.js:206
